path	disposition	importers	in_package_json	in_ci	doc_refs	evidence
backend/scripts/_msread.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_notillus.ts	HISTORICAL	0	False	False	1	named in HANDOFF_EVERY_PAGE_ILLUSTRATED.md
backend/scripts/_openeraudit.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_openerbreak.ts	HISTORICAL	0	False	False	1	named in HANDOFF_EVERY_PAGE_ILLUSTRATED.md
backend/scripts/_orphanaudit.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_orphanscan.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_overflowscan.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_pdfdims.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_pdfimg.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_pdfpage.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_planstate.ts	HISTORICAL	0	False	False	1	named in HANDOFF_EVERY_PAGE_ILLUSTRATED.md
backend/scripts/_ppdiag.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_preflight.ts	ACTIVE	2	False	False	3	2 importer(s)
backend/scripts/_prepcheck.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_prog.ts	HISTORICAL	0	False	False	1	named in SPEC_PROJECT_LIST_REGION_LABEL.md
backend/scripts/_project.ts	SHARED_LIBRARY	114	False	False	5	114 importers
backend/scripts/_projects.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_prompt.ts	HISTORICAL	0	False	False	1	named in architecture.md
backend/scripts/_proofchapter.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_proofsheet.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_prunesize.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_purge.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_qa_billingcheck.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_qa_failcheck.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_qa_listversions.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_qa_pull.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_qa_pullversion.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_qa_rerender.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_r2count.ts	HISTORICAL	0	False	False	1	named in R2_MIGRATION_PLAN.md
backend/scripts/_r2migrate.ts	HISTORICAL	0	False	False	1	named in R2_MIGRATION_PLAN.md
backend/scripts/_r2prune.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_railcheck.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_recoverscan.ts	HISTORICAL	0	False	False	1	named in HANDOFF_EVERY_PAGE_ILLUSTRATED.md
backend/scripts/_rendercount.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_renderinv.ts	HISTORICAL	0	False	False	1	named in HANDOFF_EVERY_PAGE_ILLUSTRATED.md
backend/scripts/_rendertextcheck.ts	HISTORICAL	0	False	False	1	named in HANDOFF_EVERY_PAGE_ILLUSTRATED.md
backend/scripts/_restorerenders.ts	HISTORICAL	0	False	False	1	named in HANDOFF_EVERY_PAGE_ILLUSTRATED.md
backend/scripts/_resubject.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_revert.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_review.ts	HISTORICAL	0	False	False	4	named in VISION-QA.md,operator-workflow-review.md
backend/scripts/_review_chapter.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_rft.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_sample.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_seq.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_setfullwidthtext.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_setlayout.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_setopenerscene.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_setpagescene.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_specdiff.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_specpeek.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_specpeek2.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_storagecheck.ts	HISTORICAL	0	False	False	1	named in R2_MIGRATION_PLAN.md
backend/scripts/_storedprompt.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_subj.ts	HISTORICAL	0	False	False	2	named in SPEC_BOOK_INTAKE.md,SPEC_PAGINATION_V1.md
backend/scripts/_subjch.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_syncimg.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_testb.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_textcheck.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_verifyload.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_view.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_viewver.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_watch.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_zz_mon.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_zz_run.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
backend/scripts/_zz_verify.ts	UNKNOWN	0	False	False	0	no import, package.json, CI or doc reference found
